texto,fecha,usuario
"rt @albernap: italia 🇮🇹

hoy es la fecha límite para ponerse la vacuna en italia o no puedes trabajar y llevar el pan a tu casa. en respuesta, los italianos cortaron la cadena de suministro en muchos lugares.
 https://t.co/qp4odxvsne",2021-10-16 03:37:13 UTC,milethp27
"mariana, primera dosis de vacuna...

- naaaa! no me va pasar nada.

4 hrs después;
-escalofrios de madres
-cuerpo cortado
-dolor articular
-temperatura de 38°

inmunidad creada... 10%... 20%... 30%... 

😷🤒",2021-10-16 03:37:11 UTC,SoyLorenzini
"rt @saludhn: 📌 𝐇𝐨𝐧𝐝𝐮𝐫𝐚𝐬 𝐫𝐞𝐜𝐢𝐛𝐞 𝐦𝐚́𝐬 𝐯𝐚𝐜𝐮𝐧𝐚𝐬 #𝐏𝐟𝐢𝐳𝐞𝐫 

este jueves ingresaron al país 60.690 dosis de vacuna pfizer-biontech, las cuales fueron adquiridas mediante la negociación bilateral entre el gobierno hondureño y la casa farmacéutica.💉 https://t.co/sk5lngthkc",2021-10-16 03:37:06 UTC,JVHP4
rt @lachatape: 4 de cada 10 mujeres peruanas mueren al día por cáncer de cuello uterino. la vacuna está disponible en las postas. #vph,2021-10-16 03:37:06 UTC,burbujacombativ
"rt @canaltn8: 🔴#ahora #nicaragua | a eso de las seis de la mañana de este viernes llego al aeropuerto internacional augusto c sandino, 192 mil dosis de vacuna de sputnik light y 38 mil dosis de la vacuna astrazeneca que fortalecerá la jornada de vacunación contra el #covid19 en nicaragua. https://t.co/ok9bqvbqgp",2021-10-16 03:37:04 UTC,Oscarabarca15
rt @secprensasv: #dispositivodeseguridad | apoya a el salvador cumpliendo los protocolos de bioseguridad y agendando tu cita para recibir la vacuna contra el covid-19. https://t.co/9p4mp0grz9,2021-10-16 03:37:03 UTC,CarlCameraSv
rt @yousominasobuco: lo que le duele a los americanos es que la vacuna pfizer nunca tendrá un tema de buena fe.,2021-10-16 03:37:00 UTC,sabrii_leyva
@rafasv02 #sialavacunard si no te quiere vacuna quedate en casa,2021-10-16 03:36:59 UTC,elias230507
@robcorrzavv aún hablamos de la vacuna verdad?,2021-10-16 03:36:57 UTC,ani_aldas28
"@delfinocrc los medios dicen que la vacuna no te salva del contagio, sólo lo reduce, pero también dicen que se reduce la efectividad de la vacuna con el tiempo...  por eso aumentan las dosis... a este paso vamos a vivir dopados a punta de vacunas... alv",2021-10-16 03:36:57 UTC,RosalineTrejos
rt @connor_nofate: con qué vacuna ingresaron a ee uu manzur y cía ?,2021-10-16 03:36:54 UTC,698pilar
"rt @rescate_sos: #abandonado 💔
bebe de dos meses, lo metieron en una bolsa y lo dejaron en una esquina. necesitamos ayuda para llevarlo a la veterinaria porque tiene una herida cerca al ojo y está inflado, debe pasar chequeo, desparasitacion, vacuna, alimento, cama, protectores.
#dona
#apadrina https://t.co/x8ex7qlenx",2021-10-16 03:36:53 UTC,angelamvm1
rt @velasquitoo_: a la promo le llegó junta el turno de la vacuna jsjs m meo,2021-10-16 03:36:53 UTC,garcia_paloo
"rt @patipadillag: por favor, necesitamos la extensión del postnatal de emergencia en alerta sanitaria! @ximerincon @provosteyasna @_adrianamunoz @iallendebussi @marcesabat @carolinagoic son miles los bebes de 5 y 6 meses sin vacuna ni protección al virus salvo estar en casa!",2021-10-16 03:36:52 UTC,froman50
"rt @ricardoalemanmx: alcocer informó que menores de 18 años recibirán vacuna anticovid hasta 2022

https://t.co/abthzrqvbh",2021-10-16 03:36:50 UTC,OfeliaTrev
"[📌info] 🌻21.10.15🌻
rina ha recibido la segunda dosis de la vacuna contra el covid-19.
#위키미키 #wekimeki 
-dami🌈 https://t.co/r8jwpecxqr",2021-10-16 03:36:48 UTC,WekiMeki_News
"rt @thaliacz1: @hlfrisbie @sinovacmx esa vacuna es la coronavac. pregúntele por favor por una enfermedad “ampollosa” tipo herpes zóster, como efecto secundario de su vacuna, que empeoró después de la segunda dosis.",2021-10-16 03:36:47 UTC,claudiogaribay
@chelleehl28 de la vacuna,2021-10-16 03:36:47 UTC,robcorrzavv
@marijojoto_ gracias! lamentablemente para mi mamá la vacuna no funcionó.  dios quiera se acabe esta pesadilla pronto y no muera más personas.,2021-10-16 03:36:46 UTC,SANDRAGAM25
"rt @gobcdmx: sigue la aplicación de 2da. dosis de la vacuna contra #covid19 para personas de 30 a 39 años 👩🏻👨🏻 de la alcaldía:

📍 tlalpan

➡️ corresponde a las letras 𝐍, 𝐍̃, 𝐎, 𝐏,𝐐 y 𝐑.

📄 lleva tu expediente de vacunación prellenado. https://t.co/7ctmhnr2bh",2021-10-16 03:36:42 UTC,gis_ARMY
@corralvelazquez @makugo estan poniendo la vacuna cansino para rezagados aqui en san juan??,2021-10-16 03:36:41 UTC,Ytzi15
"@drchavezdiaz la vacuna cansino y sputnik-v funcionan. si los dejan o no entrar a un país por tener una y no otra no es una cuestión sanitaria, sino geopolítica y comercial.
déjense de bobadas¡¡¡",2021-10-16 03:36:41 UTC,VazquezGonzo
"de acuerdo a los datos del ministerio de salud, hasta la fecha 3.504.191 mayores de 18 años recibieron la primera vacuna contra el coronavirus en los nueve departamentos. https://t.co/z5m9jekjly",2021-10-16 03:36:40 UTC,grupoeldeber
coronavirus: comité de expertos autorizó el refuerzo de la vacuna janssen en ee. uu.   https://t.co/n9gdy1s6za,2021-10-16 03:36:40 UTC,RevistaDinero
rt @b_marluz: @drtenz mi esposo vacunado lleva 3 semanas y aún fiebre y sintonas  yo sin vacuna llevo 2 semanas. mi hijo mayor vacunado lleva 2 sem. con fiebre. mi hijo menor ( no vacunado) solo tuvo fiebre 5 días. no consigo explicación. los vacunados tienen ambas dosis. uno de rusa otro de china.,2021-10-16 03:36:32 UTC,Jhonatanro
"rt @emogoton: #nicaragua

poblacion del municipio de #santotomás en #chontales en espera de la brigada médica de la salud, quienes aplicarán la vacuna contra el #covid19 este sábado #16oct en ese departamento.

#vacunarsedependedeti #todosjuntosvamosadelante #fuerzadeunpuebloquevence https://t.co/iln8qqfblv",2021-10-16 03:36:30 UTC,carrero_willian
@drrubenmejia doctor me podria dar una indicacion de dicha vacuna?,2021-10-16 03:36:30 UTC,Anandi1987
con la vacuna moderna veo al mismisimo gallo de oro ✌🏻😮‍💨,2021-10-16 03:36:29 UTC,leslieacevs
rt @drtenz: que diferencia tener covid con y sin vacuna... sin vacuna : 12 dias de fiebre. 28 dias de sintomas.  2 meses de reposo.. con vacuna : cansancio. perdida de olfato. listo.. casi ni me doy cuenta. a seguirnos cuidando ! #medicosviadm #kaiser,2021-10-16 03:36:28 UTC,GJosejj9
rt @yousominasobuco: lo que le duele a los americanos es que la vacuna pfizer nunca tendrá un tema de buena fe.,2021-10-16 03:36:23 UTC,el_aguacatico
"rt @labrujula24: llegaron 500 mil dosis del segundo componente de la vacuna sputnik v
https://t.co/hk8gxmlgb5
#aerolíneasargentinas #segundocompo...
https://t.co/hk8gxmlgb5",2021-10-16 03:36:19 UTC,sanlil4
"rt @mariolysosap: niño de 13 años, previamente sano, muere 3 días después de la segunda dosis de pfizer, la autopsia revela miocarditis.
si el riesgo de padecer una enfermedad o la gravedad de la misma, es muy bajo, en comparación con los efectos adversos de la vacuna; vacunar está contraindicado. https://t.co/zmkqnlo13i",2021-10-16 03:36:13 UTC,CarlRaBoss
rt @yousominasobuco: lo que le duele a los americanos es que la vacuna pfizer nunca tendrá un tema de buena fe.,2021-10-16 03:36:09 UTC,YUMNrt_
es increíble el dolor de cuerpo que manejo 😭😭 vacuna de mierda,2021-10-16 03:36:09 UTC,Monterowalter_
"para cuando salud comience a aplicar refuerzos, la protección de los primeros vacunados estará comprometida, especialmente de nuestros adultos mayores.😡
https://t.co/ijmxmhzaqr",2021-10-16 03:36:07 UTC,TheSJuan
@juanjuegajuegos hoy también me puse la vacuna será el destino juan 😳 xd,2021-10-16 03:36:07 UTC,lC4R10Sl
"rt @chejoel: repeat after me: la vacuna cansino funciona. si dejan o no entrar a un país por tener una y no otra no es una cuestión sanitaria, sino geopolítica y comercial.",2021-10-16 03:36:07 UTC,eddyunderground
rt @buenrollo13: tanta insistencia con la pu+a vacuna....sospechoso es!,2021-10-16 03:36:02 UTC,EdecioTorres
"rt @canal2nicaragua: #nicaragua🇳🇮
#rivas💉

➡️ pobladores rivenses asistieron masivamente a los centros de vacunación para aplicarse la vacuna contra la #covid19. https://t.co/xwglhxhks4",2021-10-16 03:35:57 UTC,Oscarabarca15
"rt @reginadelsol77: mi hija se vacuna hoy 😍 
estamos en la fila y hay un maestro de la universidad ya vacunado con casino y me dice que se volverá a vacunar en esta vuelta, como si fuera su 1era vez pues no confía en la que según el gobierno le impuso @lopezobrador_ 
su acción no me parece correcta",2021-10-16 03:35:53 UTC,ErikAmador19
rt @sobeiraotaez: @raquelarbaje preocúpense por vacunarse ustedes y dejen a los demás tranquilo aquí somos un país libre y con democracia nadie puede obligar a una persona hacer lo que no quiere y mas con una vacuna que no resuelve absolutamente nada solo dios puede librarnos de la maldad del hombre 🙌,2021-10-16 03:35:51 UTC,mayraro97389973
"rt @ccssdecostarica: #vacunacción 56 vacunatorios  estarán habilitados durante el fin de semana, donde los equipos vacunadores de 22 áreas de salud y seis hospitales estarán aplicando la primera dosis de la vacuna covid-19 a personas 18 a 57 años. https://t.co/4lkozx109h",2021-10-16 03:35:51 UTC,mvineq
"rt @efectococuyo: 💉 que te contagies de #covid19 aún estando vacunado no significa que la vacuna no sirve. las inmunizaciones contra el nuevo coronavirus no evitan la infección, por el contrario disminuyen las posibilidades de enfermar gravemente. https://t.co/bmvqxral19",2021-10-16 03:35:50 UTC,mairacardenas19
ya q tengo la vacuna beso de 140 o q,2021-10-16 03:35:50 UTC,Jeon_elin0
rt @pastormnunez: la fda acaba de aprobar una tercera dosis de la vacuna moderna (mitad de la dosis) para pacientes mayores de 65 años y personas de alto riesgo para covid-19. nota: desde la n inicio se sabía que los anticuerpos contra todos los coronavirus son de corta duración.,2021-10-16 03:35:49 UTC,marcoalfredo888
"@otrosidigo más de 3 dosis se puede tomar como una especie de control de la humanidad.
por eso existen grupos de personas en el mundo que cuestionan el ponerse o no la vacuna.",2021-10-16 03:35:48 UTC,quinta_columna7
"rt @navasonweb: #nicaragua recibe 38 mil dosis de vacuna #astrazeneca donadas por trinidad y tobago, para continuar la prevención del #covid19.
🇳🇮🤝🇹🇹

#15octubre 🗓️
#octubrevictorioso ⭐ 
#fuerzadepuebloquevence 💪 
#rma73 ✊ #te21 ✌️ 
@simbolorev1979 👈 https://t.co/dtry2dwoh6",2021-10-16 03:35:47 UTC,ROBERTO72234766
"@chipo03 ¿si lograste saber que vacuna están poniendo a los resagados 1ra dosis?
me urge saber",2021-10-16 03:35:44 UTC,El_Pipopex
@reinaldosabe dímelo a mi que me invitaron a la playa el fin de semana pasado y justo el lunes de esa semana me puse la vacuna. no fui a la playa.,2021-10-16 03:35:43 UTC,josexcampos
lo que le duele a los americanos es que la vacuna pfizer nunca tendrá un tema de buena fe.,2021-10-16 03:35:42 UTC,YoUsoMiNasobuco
"rt @luisestrada_: pregunta: méxico tiene la suficiencia de vacuna pfizer?

@lopezobrador_: sí.

p: ¿hay nuevo contrato con pfizer?

amlo: sí.

p: ¿por cuánto?

amlo: o sea, si no, se establece un nuevo contrato.

#conferenciapresidente
octubre 14, 2021 https://t.co/t150ipbjg6",2021-10-16 03:35:42 UTC,aleks_nunez
"rt @anilem_4cuenta: a casi 2 años de la “farsa sanitaria” más grande de la historia, me atrevo a pensar mi teoría conspirativa.  creo q la vacuna sera la puerta para el “virus final” q eliminará determinadas personas por ejemplo mayores de 80, o esterilización masiva de paises pobres superpoblados.",2021-10-16 03:35:40 UTC,Alberto17327088
prefieren falsificar la tarjeta de vacunación y arriesgarse a 3-10 años de cárcel que ponerse la jodía vacuna gratis y que ha demostrado ser efectiva... make it make sense,2021-10-16 03:35:40 UTC,Juanilda
"rt @mtballatori1: @marijojoto_ para los que no creen en las vacunas les puedo decir lo siguiente: mi hermano 43 años, obeso 160 kgs, hipertenso, antecedente de tromboembolismo pulmonar hace 5 años. gracias a la vacuna la carga viral fue baja, prácticamente sin síntomas, no contagió a su esposa ni hija.",2021-10-16 03:35:39 UTC,toninogm140665
raquel arbaje pide a ciudadanos aplicarse tercera dosis de vacuna contra covid-19 https://t.co/jkfrofi5or vía @estrellasyr #estrellasyredes #raquelarbaje,2021-10-16 03:35:32 UTC,EstrellasyR
@mauivi11 @nuriapiera #sialavacunard si no te quiere vacuna quedate en casa,2021-10-16 03:35:31 UTC,elias230507
"#vacunacción 56 vacunatorios  estarán habilitados durante el fin de semana, donde los equipos vacunadores de 22 áreas de salud y seis hospitales estarán aplicando la primera dosis de la vacuna covid-19 a personas 18 a 57 años. https://t.co/4lkozx109h",2021-10-16 03:35:27 UTC,CCSSdeCostaRica
les quiero platicar que sobreviví a mi 2nda dosis de vacuna igual que a la 1era. con mucho sueño y ya 😌,2021-10-16 03:35:26 UTC,arq_marianne
"@marijojoto_ tengo una amiga muyyy cercana!! su esposo está delicado covic luego de vacunarse, hace 10 días en cama! hoy lo vio otro médico le envío tomografía craneal, no abre ojos, no come, dijo tuvo 2 episodios acv!! hay muchos casos mueren con trombos después de vacuna!!!",2021-10-16 03:35:23 UTC,judithsahinian
"rt @nancy_scr: si van a comude, hacen prueba de vih, sifilis y embarazo gratis, aparte de su vacuna :v",2021-10-16 03:35:16 UTC,ely_gutierrez_g
"rt @hectoralfredp: no es una vacuna 
no es un médico quien prescribe
no es un vacunatorio
no es un vacunado
entonces...
qué es? https://t.co/b14qf0fpof",2021-10-16 03:35:05 UTC,danarkade
"rt @partidopsuv: más de 106.000 niños argentinos reciben primera dosis de vacuna contra la covid-19 en un día
https://t.co/c5uyygzwbz
#soberaníapatriaypaz https://t.co/46kkuegs3b",2021-10-16 03:35:04 UTC,SuarezMaireth
"rt @westevez1919: leo por ahí que los bancos van a exigir tarjeta de vacuna para permitir acceso. bien por ellos, es su derecho,  espero me digan por cual vía puedo cancelar mí cuenta y ellos devolver mí capital, también es mí derecho.",2021-10-16 03:35:04 UTC,moqqana
"@drrubenmejia nadie se había pronunciado en protesta, hasta que no se esta hablando de segregación y limitaciones de derecho, nadie se opone. a la vacuna, la oposición es a la obligatoriedad.",2021-10-16 03:35:03 UTC,ingcarcas1
"rt @jesusrcuevas: se firmó el acuerdo entre @birmex y el fondo ruso de inversión directa para envasar en méxico la vacuna sputnik v, con lo que se amplían los recursos de protección contra #covid19 para la población. 
al mismo tiempo, esta resolución fortalece la relación entre ambas naciones.",2021-10-16 03:34:55 UTC,woodygarita
"no si si estoy bien wey, si no aguanto el vodka cómo los rusos, ¿qué voy a andar como si nada con su vacuna?",2021-10-16 03:34:49 UTC,verona_vazquez
"rt @albernap: italia 🇮🇹

hoy es la fecha límite para ponerse la vacuna en italia o no puedes trabajar y llevar el pan a tu casa. en respuesta, los italianos cortaron la cadena de suministro en muchos lugares.
 https://t.co/qp4odxvsne",2021-10-16 03:34:47 UTC,Ana90790321
"rt @mippcivzla: la vacuna anti-sars-cov-2 permitiría generar inmunidad comunitaria. haciendo que la población disminuya probabilidades de contagio.
así la propagación del virus es muy baja.
#vacunarsedependedeti https://t.co/waotcubqai",2021-10-16 03:34:36 UTC,cleo02875209
"rt @lisandraar34: qué increíblemente sabios son nuestros científicos cubanos, por crear una vacuna para nuestros pequeños.#acubaponlecorazón #cuba #dezurdateam #sanctispíritus #cubaporlavida #cubaporlasalud",2021-10-16 03:34:34 UTC,LeroyLpezJimne2
"rt @gbzuliasalud: vacúnate contra la fiebre amarilla, asiste a los centros de salud. deben recibir la vacuna antiamarilica  todos las personas de 1 a  59  años. https://t.co/8xsdu2y3de",2021-10-16 03:34:33 UTC,SOUHTLANDREAM
"🇺🇸dra. christina parks  [doctorado en biología molecular y celular por la facultad de medicina en la  universidad de michigan]

🗣️¿la vacuna contra la gripe previene la transmisión? 
-no-.de hecho, nunca fueron -diseñados para hacer eso.

telegram:
https://t.co/lsdxgjft2v ⚠️🐲🐉 https://t.co/hlaatg9gl0",2021-10-16 03:34:31 UTC,laraf87
