texto,fecha,usuario
@igorobregonc @vieniera_11 @prototipoz25 el elegir pesimos candidatos es un virus endemico en nuestro pais.,2021-10-16 11:23:43 UTC,MaggieRamos1000
"están fallando en el mensaje‼️
hay que vacunarse, si‼️
pero muy importante es que hay que evitar contagiarse‼️
hay que seguir cuidandose para que el virus no siga mutando y se deban que seguir creando nuevas vacunas‼️ 🤬 https://t.co/zdk8tp5w6w",2021-10-16 11:21:31 UTC,AlertaFlores
"@todonoticias 
están fallando en el mensaje‼️
hay que vacunarse‼️
pero muy importante es que hay que evitar contagiarse‼️
hay que seguir cuidandose para que el virus no siga mutando y tengamos que seguir creando nuevas vacunas‼️ https://t.co/o6bce8qpjd",2021-10-16 11:19:30 UTC,AlertaFlores
"@paolagrignoli1 @lpeyronel @altieridario que riesgo generan, mantienen el virus circulando. ya entendí que es un tema de creencias.",2021-10-16 11:03:59 UTC,maleraz
"@marijojoto_ generado anticuerpos a raíz del virus vivo, de qué sirve que ahora los generes para el virus muerto? hay alguna estadística referente a las reacciones o muertes de personas vacunadas que ya les haya dado el covid vs a las que no les haya dado aún? gracias.",2021-10-16 11:02:47 UTC,Jat31184
"@marijojoto_ buen día dra. yo tengo una duda: si el mecanismo es que tu cuerpo conozca el virus a través de la vacuna, para las personas que ya se han contagiado y superado el contagio, es igual de efectiva la vacuna? por aquello de que si ya te contagiaste, generas anticuerpos. y si has...",2021-10-16 10:59:07 UTC,Jat31184
"peronismo, el virus más destructivo de argentina. 
una nueva cepa circulante, ""peronismo republicano"".
en los estudios de lm play, pichetto confirmó su candidatura para 2023 https://t.co/8seanldv2m vía @lmneuquen",2021-10-16 10:49:59 UTC,aifutureisnow
@mariug8 @frospigliosi @expresoperu trolls cuanta falta hace.un virus.para tu cabeza y viajes más allá.eres un orate afeminado.recuerda q hasta el preservativo biene de país comunista carnero manejable🤣🤣,2021-10-16 10:34:58 UTC,mendoza_cosi
"ayer casi la quedo, no es jodita el virus",2021-10-16 10:33:38 UTC,milealff
@jaimeraulmolina @farolita_lumbre miles de médicos han muerto estando en la primera línea contra el virus para que ahora cualquier ignorante se niegue a vacunarse. qué inhumanos.,2021-10-16 10:25:19 UTC,salasdia
"#mspcasosclínicos i luego de que el equipo médico confirmara la existencia de la hepatitis a, comenzaron a sospechar de una malignidad adicional pues los niveles de proteína en sangre no concordaban con tan solo la existencia de un patógeno infeccioso. https://t.co/t1oplahmiz",2021-10-16 10:00:11 UTC,RevistaMSP
"hola amigos twitteros les deseo de corazón,feliz fin de semana,a disfrutarlo, se me cuidan y él que no se vacuno todavía,se me vacuna por favor,el virus sigue entre nosotros, cuídate por ti y por nosotros...cariños #hayordendenoaflojar #uruguaysevacuna #apoyoestegobierno #cuidate",2021-10-16 09:52:41 UTC,INESSUAREZ28
"@dc64516176 conversación que tuve con una señora:
- a vos te parece que este trapo te salva de un virus mortal?
- ah no, no, claro que no.
- respetás distancia y está ventilado, por qué lo usás si no es lo que te dijeron? no te parece que es un símbolo de sumisión?
- ah sí, pero hay usarlo.",2021-10-16 09:44:14 UTC,NatMeneses2
el virus del fanatismo le quemo la ultima neurona activa que tenia... https://t.co/ktjzlq2mzi,2021-10-16 09:40:50 UTC,GoBlackNaro
"gómez rial, inmunólogo: ""no es buena idea perpetuar el uso de la mascarilla en los niños, sería una burrada"" https://t.co/zohpwe77jx a través de @niusdiario",2021-10-16 09:34:19 UTC,FozSerra
@lucky_loli @remamos2 naaaa... es el.virus,2021-10-16 09:31:31 UTC,elbichoedu
"@paukundera blokearlo, es un troyano (un virus) o un trolle espia.",2021-10-16 09:15:33 UTC,Anyi81185101
"@echegarayharry @georgevinces @piacostar los casos de contagio no son lo mismo q los casos de muerte.  los 2dos son mucho menos

mucha histeria colectiva para un virus q no es mortal como otros q causaron pandemias antes

el q tenga miedo puede vivir encerrado.  los q no tenemos miedo no debemos vivir así por otros",2021-10-16 08:39:43 UTC,JuanRibeyromano
@la_comunica_ la gente cree q la vacunación va a parar todo el virus y no es así tampoco.,2021-10-16 08:12:18 UTC,GianlucaAL27
@jramonfernandez mi hijo contrajo este virus en la guardería cundo tenía 7 meses de edad. pasamos una semana ingresados en el hospital conectados a un aparato que ayudaba a respirar y dosis de sambutamol cada 8h. es muy difícil evitar contagios si comienzan la guardería con 4 meses,2021-10-16 07:20:22 UTC,AdoptadaPuntCat
ah por qué tenia miedo yo de usar cuevana. de mas chico me paseaba por cada sitio y nunca me entró un virus. o eso creo. al menos no me llamaron para extorsionarme con compartir mis nudes. igual no me sacaba nudes,2021-10-16 06:56:16 UTC,francomccordoba
me estoy cuidado del virus y de lo envidiosos,2021-10-16 06:18:53 UTC,JF1___
@mmartinarusso todo el virus😣,2021-10-16 05:53:58 UTC,AlejoVms
che gordos alguna página piola para  mirar anime del cel sin que me haga pija el cel algún virus?,2021-10-16 05:33:23 UTC,GaboAlmendra
mi sis tiene un virus (no puede tomar antibióticos solo tylenol e ibuprofeno) y sufre dms para dormir. vamos por la tercera noche de amanecida y en el día no puedo hacer siesta porque tmbn chambeo y estudio. piensen antes de tener hijos en todas las variantes! no es fácil.,2021-10-16 05:22:46 UTC,mafeprada4_
"@_frank_serpico_ @drchial @farmaceuticoac1 hay estudios que la arginina hace que el virus se multiplique aun mas rápido (por eso esta contraindicado tomar cafe)
pero la l lysine es lo opuesto y es un potente antiviral natural. lo venden en suplementos también.",2021-10-16 05:14:44 UTC,Jimmorr71856199
@juandedios_p yo si tengo fe en que te vas a curar de ese maldito virus 💕,2021-10-16 05:13:32 UTC,MaiteBlack2
"@abrilsata @araul_cl @peruaclasesya @pasquindem entiendan, la educación ya no debe de volver a lo mismo. el virus sigue mutando atacando a gente cada vez de menor edad. no esperen que se desate una ola donde el virus se lleve en exclusiva a los niños. debe de pensarse otra forma de educación escolar.",2021-10-16 04:36:56 UTC,Rollhando
@alquimistabasic @drckambourian se ve que antes no existían los virus ni la muerte.,2021-10-16 04:21:17 UTC,Edith1891
hay un nuevo virus llamado pandemia de embarazos y les juro que no me quiero contagiar.,2021-10-16 04:18:26 UTC,niviayael
"hay muchos famosillos de ig desesperados carreteando las últimas semanas y ahora subiendo historias que tienen covid, que el virus sigue y qué hay que cuidarse 🤷🏻‍♂️.",2021-10-16 04:17:48 UTC,karinquiroz
@elmostrador el acuerdo económico que cerró la rata 🐀 piñera 📣📣 ni hablar de las telecomunicaciones!! si hasta el@virus se lo trajo él y sus herederos delincuentes 📣📣,2021-10-16 04:02:29 UTC,laisacovarrubia
"el coronavirus es un virus viejito, otitis, bronquitis y otros....el tema es , que ésta variante generaba inflamación de órganos , fácil de tratar, pero no se trató,se dejó morir https://t.co/g6orqepece",2021-10-16 03:59:04 UTC,mrazquin2
"@adornidt @acanolapongo soy informatico y no entendí si fue un virus o que... usaba una versión pirata de windows ... así que format, cambie por windows 10 original (ahora tengo el 11), y no tengo mas problemas.",2021-10-16 03:57:23 UTC,fedexlp
"@juanribeyromano @dennisse85 @respetomujeril el virus no cura, solo reduce las posibilidades de ir a uci.",2021-10-16 03:48:28 UTC,Carli94276877
@solrizzo ayyyy q porquería ésos virus!! 🙏🙏🙏,2021-10-16 03:42:27 UTC,Martulity
"@wilmagaona deberian disimular un poco tanta mentira. terminadas las elecciones municipales ahora vuelve el virus. por favor, despertemos todos.",2021-10-16 03:35:53 UTC,opinionespy1
@juancruzrami gracias bello se agradece pero no me va a entrar un re virus? una d trauma tengo,2021-10-16 03:35:26 UTC,arianaibanezz
"tuve que formatear el celular pq me entró un virus, hoy no es mi dia",2021-10-16 03:26:46 UTC,AbriligA
"@nicnickinic a mi me preocupa en forma dual. podría ser que uno de nosotros los vacunados portemos el virus y el no vacunado se contagia y muere, eso me preocupa. y segundo, a pesar de estar vacunados y no vacunado nos puede contagiar y aun existe un porcentaje de vacunados que puede irle mal",2021-10-16 03:25:05 UTC,cees73
"@marcoavilesh la izquierda lleva congénito el virus d la división. esto es historia o, dada la antigüedad d la izquierda, arqueología política. y la derecha no tuvo necesidad d entrometerse. los puñales eran propios,y los picahielos como el q stalin puso en manos del asesino d trotsky,también.",2021-10-16 03:16:44 UTC,alvite_cesar
bolivia: más de 800 personas superaron el virus este viernes; otras 450 se contagiaron https://t.co/jj1wczixkj,2021-10-16 03:15:25 UTC,ejutv
"el uso del tapaboca es un remanente de la tradición egipcia, pensaban que el mal entraba por la boca. en cambio, si siguiéramos la tradición griega hipocrática nos estaríamos preguntando en qué nos hemos animalizado para que un virus del reino animal pase al reino humano. https://t.co/3fmdgtdoiv",2021-10-16 03:13:31 UTC,FrancoANioi
"¿alguien que tenga el virus por favor?
haga el favor de prestarlo para los no vacunados. https://t.co/x9vmqpx0th",2021-10-16 03:13:08 UTC,beboenrique86
"@l_mlpso 🤣🤣🤣🤣🤣🤣 sale a buscar? por favor! no me hagas reír. muchas personas que no se han vacunado y conozco se cuidan mejor que vos que estás vacunado creyendo que sos inmortal al virus solo por una inyección.
se llama empatia.",2021-10-16 03:12:01 UTC,beboenrique86
"me hicieron ""prueba rápida"" y aquel escándalo,""tienes que aislarte,te está comenzando el virus.!!!"" 
me dieron ivermectina,zinc y vitaminas. 
ni un solo síntoma
2 semanas después me repetí la prueba y ""negativo""
como si nunca hubiera tenido eso.
#sarscov2 https://t.co/ugz74ghfeg",2021-10-16 03:12:00 UTC,m_munck
"@beboenrique86 el que no se vacuna teniendo todos los medios a su alcance, en cierta forma sale a buscar el virus y se caga en el prójimo.
esa actitud es muchísimo mas repudiable que cualquier acto discriminatorio.",2021-10-16 03:10:24 UTC,l_mlpso
"@l_mlpso entonces no aprendiste nada ni de cuidarte,ni de inmunidad de rebaño.
los que juegan están más arriba.
nadie que no se vacuna va a salir a buscar el virus a propósito para matar a otros. la vacuna no es obligatoria. la discriminación se penaliza. el derecho es ley 26529",2021-10-16 03:08:35 UTC,beboenrique86
"@alejand67138745 @drdanielsalinas @luislacallepou creo que lamentablemente le tienen que amputar va a quedar en sillas de ruedas por un pseudo virus y unas ""vacunas"" que supuestamente son para hacernos bien, hasta el dia de hoy me arrepiento de vacunarme de pfizer de echo ahora tengo gripe antes me enfermaba 2 veces al año-",2021-10-16 03:07:17 UTC,ShangTsungSimp
@torocabron_ 😭😭😭🤦‍♀️y los pibes con la musica a fondo en los autos y casas y yo con patrulleros en la puerta para poder dormir...virus ..volvéeeeeee,2021-10-16 03:04:08 UTC,mrazquin2
"@l_mlpso eso es de ignorancia porque si el que no está vacunado no tiene el virus no te puede contagiar nada. y como no sabes si lo tiene o no,en vez de discriminar,hace lo más sencillo: saluda de puño y no compartas cosas. ¿o 1 año 1/2 de pandemia no te enseño nada aún?",2021-10-16 03:02:39 UTC,beboenrique86
@flynnloco1 es buena es página mi sobrina me la recomendó pero tengo miedo que me deje virus en la pc?,2021-10-16 03:02:05 UTC,MYPIKYTA
"hoy se juega el #clásicodelsur entre #lanús 🇱🇻 y #banfield, el primero con público desde el inicio de la pandemia. 

en este día tan especial, el recuerdo de aquellos que ya no están, y que este virus nos quitó, pero que nos acompañarán por siempre desde la última bandeja... ❤️🙏🏻 https://t.co/bk3n444ubd",2021-10-16 03:01:20 UTC,EngranadosWeb
"no viene nadie al bar. pero yo feliz escabiando,comiendo pizza y escuchando virus sola",2021-10-16 02:58:29 UTC,Soofisoler
"#bolivia 
el ministerio de @saluddeportesbo registra 451 casos nuevos de #covid19 y 6 decesos este viernes 15 de octubre de 2021. 
en esta jornada 802 personas se recuperaron del virus y fueron dadas de alta. #elinformante https://t.co/tcclct6dhc",2021-10-16 02:54:27 UTC,charlesmunozf
@diarioellitoral que les pasa a estas personas la pandemia todavía no terminó el virus sigue entre nosotros por dios y se puede necesitar el hospital de campaña todavía.  estás personas no piensan o que les pasa por favor dios mío 🙏,2021-10-16 02:47:30 UTC,Nora70369241
"además, el país suma ya 18 semanas de descenso de la cantidad de personas internadas en terapia intensiva y de fallecidas por la enfermedad que causa el virus sars-cov-2. https://t.co/h3yszzdcq2",2021-10-16 02:46:01 UTC,region_cultural
"este nuevo requerimiento es la pelotudez más grande de la historia moderna (hasta el 8/11 no sos peligroso, el 9/11 sos portador de virus letal🙄). por supuesto este gobierno de gusanos nos arrastró a millones a ponernos esta vacuna ilegal (a su espejo y semejanza). https://t.co/muhvah9xyi",2021-10-16 02:44:59 UTC,dustland_fairy
"@lasupremaokback dice ""paises en verde"" sin circulacion activa de virus, sin variantes preocupantes",2021-10-16 02:34:14 UTC,francoortegaok
"@jgfdpf @elcomercio_peru el problema es que si usted no esta vacunado es un peligro sanitario ya que podria causar que el virus mute y se haga mas fuerte , asi como en su momento fue la variante delta.",2021-10-16 02:30:36 UTC,llisusxdxd31
@ub_alvarez son como un virus!!! mutan para sobrevivir!!,2021-10-16 02:28:40 UTC,Edinson57087772
"@soularoli @gnusmastw @acidoblamok el riesgo es mayor a morirse por covid, porque el riesgo de morir por el ""virus"" es infimo.. y para eso esta la estadística, no es algo inventado.. no hay argumento valido para vacunar al mundo entero y con la desesperación que lo plantean",2021-10-16 02:17:19 UTC,diegopugnali
"@kobuarts tranca que habran mas tipos de personajes, un virus zombi no discrimina xd",2021-10-16 02:10:24 UTC,KBiscuitcat
"@elva_zura @xchrisxal el virus sí que tiene cura, de hecho muchísima gente se ha curado.",2021-10-16 02:09:16 UTC,maiteanzoategui
"@wivemes @gestionpe algun dia se pedira , el motivo es porque cualquier persona no vacunada es un peligro sanitario , las variantes se crean cuando el virus esta en su pico maximo , se vuelve mas agresivo y empieza a mutar , las variantes no se crean solas.",2021-10-16 02:04:35 UTC,llisusxdxd31
"#finalpasedemoviliddad no me meto más dosis, es mi cuerpo y mi decisión. mi familia tampoco se prestará para negocios sucios… esto ya es un circo de corrupción con el virus… #chile #dictadurasanitaria https://t.co/rmxbkbb6tw",2021-10-16 02:02:14 UTC,Pipolongstocki1
"a cuidarse, que anda dando vuelta el virus respiratorio sincicial (vrs), cerca de un 80% de los casos confirmados de virus respiratorios (en centros centinela) son vrs (datos del informe de circulación de virus
respiratorios del @ispch , por semana) @izkia @pajarobere https://t.co/1ha3yfjzvg",2021-10-16 02:00:58 UTC,vriquelmef
